from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2021-02-08T15:23:00-05:00,2021-02-08T15:33:00-05:00,,,America/New_York,Walking,"{""calories"":19.189998626709,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":611,""distance"":491.73001098633,""metcumul"":29.760000228882}",,2021-02-10T09:00:54-05:00
2021-02-09T16:43:20-05:00,2021-02-09T17:26:14-05:00,,,America/New_York,"Gym class","{""calories"":268.88534545898,""effduration"":1620,""intensity"":50,""manual_distance"":0,""hr_average"":107,""hr_min"":69,""hr_max"":141,""hr_zone_0"":708,""hr_zone_1"":1503,""hr_zone_2"":188,""hr_zone_3"":0,""device_startdate"":1612907000,""device_enddate"":1612909574,""pause_duration"":3,""steps"":454,""distance"":379.38000488281,""metcumul"":40.73999786377}",,2021-02-10T09:00:55-05:00
2021-02-09T16:43:20-05:00,2021-02-09T17:26:14-05:00,,,America/New_York,"Gym class",{},,2021-02-09T22:58:57-05:00
2021-02-10T12:00:00-05:00,2021-02-10T12:14:00-05:00,,,America/New_York,Walking,"{""calories"":41.610000610352,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1337,""distance"":1065.7199707031,""metcumul"":57.670001983643}",,2021-02-11T08:12:18-05:00
2021-02-10T12:20:01-05:00,2021-02-10T13:20:09-05:00,,,America/New_York,"Gym class","{""calories"":376.8991394043,""effduration"":2040,""intensity"":50,""manual_distance"":0,""hr_average"":107,""hr_min"":69,""hr_max"":143,""hr_zone_0"":803,""hr_zone_1"":2693,""hr_zone_2"":65,""hr_zone_3"":0,""device_startdate"":1612977601,""device_enddate"":1612981209,""pause_duration"":2,""steps"":1827,""distance"":1453.7200927734,""metcumul"":93.167091369629}",,2021-02-11T08:12:19-05:00
2021-02-10T12:20:01-05:00,2021-02-10T13:20:09-05:00,,,America/New_York,"Gym class",{},,2021-02-10T13:21:39-05:00
2021-02-13T09:57:42-05:00,2021-02-13T10:30:07-05:00,,,America/New_York,"Gym class","{""calories"":203.1787109375,""effduration"":1620,""intensity"":50,""manual_distance"":0,""hr_average"":125,""hr_min"":83,""hr_max"":158,""hr_zone_0"":90,""hr_zone_1"":1224,""hr_zone_2"":601,""hr_zone_3"":0,""device_startdate"":1613228262,""device_enddate"":1613230207,""pause_duration"":0,""steps"":584,""distance"":486.16003417969,""metcumul"":45.039993286133}",,2021-02-13T16:52:45-05:00
2021-02-13T09:57:42-05:00,2021-02-13T10:30:07-05:00,,,America/New_York,"Gym class",{},,2021-02-13T10:30:24-05:00
2021-02-13T11:08:00-05:00,2021-02-13T11:19:00-05:00,,,America/New_York,Walking,"{""calories"":32.75,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":1041,""distance"":838.52008056641,""metcumul"":45.120002746582}",,2021-02-13T16:52:46-05:00
2021-02-13T14:18:00-05:00,2021-02-13T14:29:00-05:00,,,America/New_York,Walking,"{""calories"":27.229999542236,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":883,""distance"":697.70001220703,""metcumul"":38.839996337891}",,2021-02-14T23:17:16-05:00
2021-02-13T14:42:00-05:00,2021-02-13T15:09:00-05:00,,,America/New_York,Walking,"{""calories"":59.970001220703,""effduration"":1560,""intensity"":0,""hr_average"":103,""hr_min"":102,""hr_max"":107,""hr_zone_0"":0,""hr_zone_1"":1193,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1896,""distance"":1536.6099853516,""metcumul"":88.060005187988}",,2021-02-16T09:28:03-05:00
2021-02-15T12:56:21-05:00,2021-02-15T13:26:27-05:00,,,America/New_York,"Gym class","{""calories"":188.65849304199,""effduration"":1320,""intensity"":50,""manual_distance"":0,""hr_average"":86,""hr_min"":50,""hr_max"":112,""hr_zone_0"":1597,""hr_zone_1"":169,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1613411781,""device_enddate"":1613413587,""pause_duration"":2,""steps"":259,""distance"":220.43000793457,""metcumul"":30.1100025177}",,2021-02-16T09:28:06-05:00
2021-02-15T12:56:21-05:00,2021-02-15T13:26:27-05:00,,,America/New_York,"Gym class",{},,2021-02-15T14:55:05-05:00
2021-02-16T17:24:21-05:00,2021-02-16T18:24:27-05:00,,,America/New_York,Yoga,"{""calories"":428.23724365234,""effduration"":1140,""intensity"":50,""manual_distance"":0,""hr_average"":79,""hr_min"":40,""hr_max"":131,""hr_zone_0"":2709,""hr_zone_1"":837,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1613514261,""device_enddate"":1613517867,""pause_duration"":3,""steps"":109,""distance"":89.359992980957,""metcumul"":22.158800125122}",,2021-02-17T15:44:49-05:00
2021-02-16T17:24:21-05:00,2021-02-16T18:24:27-05:00,,,America/New_York,Yoga,{},,2021-02-16T22:42:48-05:00
2021-02-17T14:58:49-05:00,2021-02-17T15:39:09-05:00,,,America/New_York,Walking,"{""calories"":110.34001159668,""effduration"":2220,""intensity"":50,""manual_distance"":0,""hr_average"":124,""hr_min"":74,""hr_max"":157,""hr_zone_0"":167,""hr_zone_1"":1417,""hr_zone_2"":833,""hr_zone_3"":0,""device_startdate"":1613591929,""device_enddate"":1613594349,""pause_duration"":3,""steps"":3560,""distance"":2824.2102050781,""metcumul"":153.65998840332}",,2021-02-18T10:31:20-05:00
2021-02-17T14:58:49-05:00,2021-02-17T15:39:09-05:00,,,America/New_York,Other,{},,2021-02-17T15:44:51-05:00
2021-02-18T12:03:00-05:00,2021-02-18T12:18:00-05:00,,,America/New_York,Walking,"{""calories"":43.279998779297,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1367,""distance"":1107.9399414062,""metcumul"":59.860000610352}",,2021-02-20T14:15:17-05:00
2021-02-18T12:31:56-05:00,2021-02-18T13:32:04-05:00,,,America/New_York,"Gym class","{""calories"":376.8991394043,""effduration"":1680,""intensity"":50,""manual_distance"":1235.8000488281,""manual_calories"":48.250003814697,""hr_average"":102,""hr_min"":54,""hr_max"":148,""hr_zone_0"":1245,""hr_zone_1"":2263,""hr_zone_2"":67,""hr_zone_3"":0,""device_startdate"":1613669516,""device_enddate"":1613673124,""pause_duration"":3,""steps"":1700,""distance"":1334.0598144531,""metcumul"":82.680000305176}",,2021-02-20T14:15:18-05:00
2021-02-18T12:31:56-05:00,2021-02-18T13:32:04-05:00,,,America/New_York,"Gym class",{},,2021-02-18T21:16:05-05:00
2021-02-19T14:50:00-05:00,2021-02-19T16:10:00-05:00,,,America/New_York,Walking,"{""calories"":213.39001464844,""effduration"":4620,""intensity"":0,""hr_average"":110,""hr_min"":96,""hr_max"":154,""hr_zone_0"":199,""hr_zone_1"":2941,""hr_zone_2"":464,""hr_zone_3"":0,""pause_duration"":0,""steps"":7136,""distance"":5464.41015625,""metcumul"":308.36004638672}",,2021-02-20T16:33:00-05:00
2021-02-20T14:56:00-05:00,2021-02-20T15:56:00-05:00,,,America/New_York,Walking,"{""calories"":144.26998901367,""effduration"":3600,""intensity"":0,""pause_duration"":0,""steps"":4885,""distance"":3693.91015625,""metcumul"":217.28997802734}",,2021-02-21T09:21:08-05:00
2021-02-20T17:09:39-05:00,2021-02-20T17:30:00-05:00,,,America/New_York,Walking,"{""calories"":46.01789855957,""effduration"":1260,""intensity"":0,""hr_average"":100,""hr_min"":83,""hr_max"":110,""hr_zone_0"":303,""hr_zone_1"":895,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1573,""distance"":1177.8203125,""metcumul"":69.776710510254}",,2021-02-23T17:49:51-05:00
2021-02-22T14:30:04-05:00,2021-02-22T15:22:55-05:00,,,America/New_York,"Gym class","{""calories"":331.24920654297,""effduration"":1920,""intensity"":50,""manual_distance"":0,""hr_average"":95,""hr_min"":58,""hr_max"":138,""hr_zone_0"":1993,""hr_zone_1"":1114,""hr_zone_2"":17,""hr_zone_3"":0,""device_startdate"":1614022204,""device_enddate"":1614025375,""pause_duration"":3,""steps"":484,""distance"":395.7200012207,""metcumul"":46.899993896484}",,2021-02-28T16:44:16-05:00
2021-02-22T14:30:04-05:00,2021-02-22T15:22:55-05:00,,,America/New_York,"Gym class",{},,2021-02-23T17:49:54-05:00
2021-02-23T17:21:00-05:00,2021-02-23T17:48:00-05:00,,,America/New_York,Walking,"{""calories"":74.010009765625,""effduration"":1621,""intensity"":0,""pause_duration"":0,""steps"":2493,""distance"":1895.7399902344,""metcumul"":107.13999176025}",,2021-02-23T20:21:13-05:00
2021-02-23T17:54:00-05:00,2021-02-23T18:14:00-05:00,,,America/New_York,Walking,"{""calories"":45.610000610352,""effduration"":1140,""intensity"":0,""pause_duration"":0,""steps"":1530,""distance"":1169.9299316406,""metcumul"":68.120002746582}",,2021-02-24T09:28:39-05:00
2021-02-23T19:02:00-05:00,2021-02-23T19:35:00-05:00,,,America/New_York,Walking,"{""calories"":96.020011901855,""effduration"":1980,""intensity"":0,""hr_average"":104,""hr_min"":88,""hr_max"":116,""hr_zone_0"":252,""hr_zone_1"":1094,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3177,""distance"":2458.1604003906,""metcumul"":135.83000183105}",,2021-02-24T14:10:40-05:00
2021-02-24T12:09:00-05:00,2021-02-24T12:39:00-05:00,,,America/New_York,Walking,"{""calories"":80.550003051758,""effduration"":1800,""intensity"":0,""pause_duration"":0,""steps"":2607,""distance"":2061.8598632812,""metcumul"":114.90000915527}",,2021-02-24T14:10:42-05:00
2021-02-24T12:52:00-05:00,2021-02-24T13:26:00-05:00,,,America/New_York,Walking,"{""calories"":83.899993896484,""effduration"":1980,""intensity"":0,""hr_average"":109,""hr_min"":107,""hr_max"":111,""hr_zone_0"":0,""hr_zone_1"":1256,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2764,""distance"":2149.3601074219,""metcumul"":122.04999542236}",,2021-02-24T14:10:43-05:00
2021-02-24T13:33:00-05:00,2021-02-24T14:02:00-05:00,,,America/New_York,Walking,"{""calories"":73.009902954102,""effduration"":1740,""intensity"":0,""hr_average"":100,""hr_min"":94,""hr_max"":106,""hr_zone_0"":257,""hr_zone_1"":991,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2390,""distance"":1868.9301757812,""metcumul"":105.54706573486}",,2021-02-25T19:39:18-05:00
2021-02-24T17:32:02-05:00,2021-02-24T18:12:11-05:00,,,America/New_York,Yoga,"{""calories"":286.08526611328,""effduration"":600,""intensity"":50,""manual_distance"":0,""hr_average"":79,""hr_min"":42,""hr_max"":126,""hr_zone_0"":1606,""hr_zone_1"":655,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1614205922,""device_enddate"":1614208331,""pause_duration"":607,""steps"":43,""distance"":33.75,""metcumul"":11.184499740601}",,2021-02-25T19:39:18-05:00
2021-02-24T17:32:02-05:00,2021-02-24T18:12:11-05:00,,,America/New_York,Yoga,{},,2021-02-24T20:55:11-05:00
2021-02-28T15:20:00-05:00,2021-02-28T15:25:00-05:00,,,America/New_York,Walking,"{""calories"":9.0900001525879,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":293,""distance"":233.22999572754,""metcumul"":14.409999847412}",,2021-02-28T16:42:45-05:00
2021-02-28T15:54:00-05:00,2021-02-28T16:07:00-05:00,,,America/New_York,"Gym class","{""calories"":81.480407714844,""effduration"":780,""intensity"":50,""pause_duration"":0,""steps"":298,""distance"":243.98001098633,""metcumul"":22.060001373291}",,2021-03-05T12:44:22-05:00
2021-03-03T12:44:26-05:00,2021-03-03T13:35:41-05:00,,,America/New_York,"Gym class","{""calories"":321.22085571289,""effduration"":1680,""intensity"":50,""hr_average"":106,""hr_min"":72,""hr_max"":134,""hr_zone_0"":940,""hr_zone_1"":2105,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1614793466,""device_enddate"":1614796541,""pause_duration"":2,""steps"":426,""distance"":347.00695800781,""metcumul"":39.91340637207}",,2021-03-05T12:44:24-05:00
2021-03-03T12:44:26-05:00,2021-03-03T13:35:41-05:00,,,America/New_York,"Gym class",{},,2021-03-05T12:44:24-05:00
2021-03-06T11:57:00-05:00,2021-03-06T12:10:00-05:00,,,America/New_York,Walking,"{""calories"":37.090000152588,""effduration"":780,""intensity"":0,""hr_average"":102,""hr_min"":98,""hr_max"":108,""hr_zone_0"":0,""hr_zone_1"":652,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1183,""distance"":949.52996826172,""metcumul"":51.720001220703}",,2021-03-06T17:28:30-05:00
2021-03-06T12:15:16-05:00,2021-03-06T13:15:23-05:00,,,America/New_York,"Gym class","{""calories"":376.79467773438,""effduration"":1740,""intensity"":50,""hr_average"":112,""hr_min"":70,""hr_max"":164,""hr_zone_0"":912,""hr_zone_1"":2004,""hr_zone_2"":685,""hr_zone_3"":0,""device_startdate"":1615050916,""device_enddate"":1615054523,""pause_duration"":2,""steps"":861,""distance"":682.38897705078,""metcumul"":55.887996673584}",,2021-03-11T02:01:11-05:00
2021-03-06T12:15:16-05:00,2021-03-06T13:15:23-05:00,,,America/New_York,"Gym class",{},,2021-03-06T13:40:40-05:00
2021-03-06T13:16:00-05:00,2021-03-06T13:24:00-05:00,,,America/New_York,Walking,"{""calories"":18.906999588013,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":608,""distance"":484.50698852539,""metcumul"":27.919002532959}",,2021-03-11T02:01:11-05:00
2021-03-06T18:02:00-05:00,2021-03-06T18:15:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":35.604999542236,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1180,""distance"":912.05096435547,""metcumul"":51.24299621582}",,2021-03-11T02:01:13-05:00
2021-03-07T13:18:59-05:00,2021-03-07T13:23:59-05:00,,,America/Los_Angeles,Walking,"{""calories"":10.807103157043,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":351,""distance"":273.00576782227,""metcumul"":13.190173149109}",,2021-03-11T02:01:16-05:00
2021-03-09T13:39:55-05:00,2021-03-09T13:46:55-05:00,,,America/Los_Angeles,Walking,"{""calories"":15.271575927734,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":496,""distance"":385.78591918945,""metcumul"":18.573577880859}",,2021-03-12T10:03:43-05:00
2021-03-11T15:36:00-05:00,2021-03-11T15:45:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":26.960000991821,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":884,""distance"":690.43994140625,""metcumul"":37.75}",,2021-03-12T10:03:46-05:00
2021-03-11T16:56:00-05:00,2021-03-11T17:03:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":11.689999580383,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":406,""distance"":299.9700012207,""metcumul"":19.730001449585}",,2021-03-12T10:03:46-05:00
2021-03-11T18:38:00-05:00,2021-03-11T18:44:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":14.060000419617,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":479,""distance"":360.08001708984,""metcumul"":21.290000915527}",,2021-03-14T12:26:33-04:00
2021-03-11T21:24:00-05:00,2021-03-11T21:34:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":17.400001525879,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":564,""distance"":445.73999023438,""metcumul"":28.149997711182}",,2021-03-14T12:26:35-04:00
2021-03-12T16:28:00-05:00,2021-03-12T16:33:00-05:00,,,America/Los_Angeles,Walking,"{""calories"":8.8400001525879,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":289,""distance"":226.16999816895,""metcumul"":14.340000152588}",,2021-03-14T12:26:37-04:00
2021-03-12T17:27:00-05:00,2021-03-12T17:32:00-05:00,,,America/New_York,Walking,"{""calories"":8.3699998855591,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":287,""distance"":214.60998535156,""metcumul"":13.920000076294}",,2021-03-15T06:48:06-04:00
2021-03-13T18:39:00-05:00,2021-03-13T18:50:00-05:00,,,America/New_York,Walking,"{""calories"":19.139999389648,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":642,""distance"":490.47003173828,""metcumul"":31.349996566772}",,2021-03-15T06:48:07-04:00
2021-03-13T18:56:00-05:00,2021-03-13T19:04:00-05:00,,,America/New_York,Walking,"{""calories"":17.670000076294,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":589,""distance"":452.88000488281,""metcumul"":26.840000152588}",,2021-03-15T06:48:07-04:00
2021-03-13T20:50:00-05:00,2021-03-13T20:58:00-05:00,,,America/New_York,Walking,"{""calories"":11.760000228882,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":397,""distance"":302.18997192383,""metcumul"":19.490001678467}",,2021-03-15T06:48:07-04:00
2021-03-14T12:56:00-04:00,2021-03-14T13:01:00-04:00,,,America/New_York,Walking,"{""calories"":7.0379281044006,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":237,""distance"":177.78999328613,""metcumul"":10.333700180054}",,2021-03-15T06:48:09-04:00
2021-03-14T14:39:00-04:00,2021-03-14T14:54:00-04:00,,,America/New_York,Walking,"{""calories"":30.430000305176,""effduration"":900,""intensity"":0,""hr_average"":105,""hr_min"":102,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":660,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1011,""distance"":779.25994873047,""metcumul"":47.159999847412}",,2021-03-19T17:00:31-04:00
2021-03-18T15:23:48-04:00,2021-03-18T16:09:04-04:00,,,America/New_York,"Gym class","{""calories"":283.71896362305,""effduration"":1800,""intensity"":50,""hr_average"":118,""hr_min"":74,""hr_max"":146,""hr_zone_0"":443,""hr_zone_1"":1822,""hr_zone_2"":323,""hr_zone_3"":0,""device_startdate"":1616095428,""device_enddate"":1616098144,""pause_duration"":2,""steps"":250,""distance"":201.85000610352,""metcumul"":37.579998016357}",,2021-03-19T17:00:32-04:00
2021-03-18T15:23:48-04:00,2021-03-18T16:09:04-04:00,,,America/New_York,"Gym class",{},,2021-03-18T16:10:16-04:00
2021-03-19T15:42:00-04:00,2021-03-19T17:13:00-04:00,,,America/New_York,Walking,"{""calories"":265.67001342773,""effduration"":5460,""intensity"":0,""pause_duration"":0,""steps"":8828,""distance"":6804.958984375,""metcumul"":377.60000610352}",,2021-03-21T04:49:22-04:00
2021-03-21T16:47:00-04:00,2021-03-21T17:06:00-04:00,,,America/New_York,Walking,"{""calories"":37.090003967285,""effduration"":960,""intensity"":0,""pause_duration"":0,""steps"":1259,""distance"":950.15997314453,""metcumul"":56.53999710083}",,2021-03-22T09:38:36-04:00
2021-03-21T17:22:00-04:00,2021-03-21T17:46:00-04:00,,,America/New_York,Walking,"{""calories"":56.659999847412,""effduration"":1440,""intensity"":0,""pause_duration"":0,""steps"":1910,""distance"":1451.0301513672,""metcumul"":85.509994506836}",,2021-03-24T09:33:51-04:00
2021-03-23T13:10:52-04:00,2021-03-23T14:03:06-04:00,,,America/New_York,"Gym class","{""calories"":327.38412475586,""effduration"":2220,""intensity"":50,""hr_average"":115,""hr_min"":72,""hr_max"":163,""hr_zone_0"":670,""hr_zone_1"":1716,""hr_zone_2"":640,""hr_zone_3"":0,""device_startdate"":1616519452,""device_enddate"":1616522586,""pause_duration"":3,""steps"":168,""distance"":133.63000488281,""metcumul"":41.880004882812}",,2021-03-24T09:33:51-04:00
2021-03-23T13:10:52-04:00,2021-03-23T14:03:06-04:00,,,America/New_York,"Gym class",{},,2021-03-23T14:22:50-04:00
2021-03-23T23:51:00-04:00,2021-03-24T00:02:00-04:00,,,America/New_York,Walking,"{""calories"":30.25,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":992,""distance"":774.9599609375,""metcumul"":43.159999847412}",,2021-03-24T09:33:52-04:00
2021-03-24T01:21:00-04:00,2021-03-24T01:38:00-04:00,,,America/New_York,Walking,"{""calories"":55.600006103516,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1775,""distance"":1424.1800537109,""metcumul"":75.569999694824}",,2021-03-27T16:39:03-04:00
2021-03-25T18:57:40-04:00,2021-03-25T19:31:09-04:00,,,America/New_York,Yoga,"{""calories"":238.58253479004,""effduration"":480,""intensity"":50,""hr_average"":78,""hr_min"":40,""hr_max"":114,""hr_zone_0"":1516,""hr_zone_1"":435,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1616713060,""device_enddate"":1616715069,""pause_duration"":3,""steps"":59,""distance"":49.819999694824,""metcumul"":9.7700004577637}",,2021-03-27T16:39:05-04:00
